species,region,production_system,group,age_group,sex,year,ahle_component,cause,disease,mean,sd,lower95,upper95,date,exchg_rate_lcuperusdol,mean_usd,sd_usd,lower95_usd,upper95_usd
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,External,All causes,1208500217.96115,265494816.007665,688130378.5861266,1728870057.3361733,2020-01-01,34.9271654040404,34600581.065801285,7601384.565177235,19701867.318053905,49499294.81354866
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,All diseases,2641411586.33104,465238518.012086,1729544091.0273514,3553279081.6347284,2020-01-01,34.9271654040404,75626279.88200495,13320248.369146693,49518593.07847743,101733966.68553247
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,Brucellosis,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,FMD,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,Other diseases,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,known,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Non-infectious,All conditions,2580474537.35976,452846205.486607,1692895974.60601,3468053100.1135097,2020-01-01,34.9271654040404,73881590.66184193,12965443.953096217,48469320.51377334,99293860.80991052
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,allcause,alldisease,6398385439.111314,928125866.4359553,4579258740.896841,8217512137.325787,2020-01-01,34.9271654040404,183192233.46911353,26573180.379779376,131108799.92474593,235275667.0134811
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Health cost,External,All causes,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Health cost,Infectious,All diseases,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Health cost,Infectious,Brucellosis,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Health cost,Infectious,FMD,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Health cost,Infectious,Other diseases,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Health cost,Infectious,known,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Health cost,Non-infectious,All conditions,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Health cost,allcause,alldisease,21226527.1382526,214062.181729282,20806965.26206321,21646089.014441993,2021-01-01,43.73377831884,485357.7247202641,4894.664718165147,475764.18187266047,494951.26756786776
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,External,All causes,457128012.089424,75680556.3465744,308794121.6501382,605461902.5287099,2021-01-01,43.73377831884,10452515.873582745,1730482.9185996056,7060769.353127518,13844262.394037973
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,All diseases,919711100.147079,87024944.3404519,749142209.2397933,1090279991.0543647,2021-01-01,43.73377831884,21029765.446789175,1989879.3949610014,17129601.83266561,24929929.060912736
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,Brucellosis,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,FMD,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,Other diseases,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,known,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,All conditions,377243256.429871,67190144.2523969,245550573.6951731,508935939.1645689,2021-01-01,43.73377831884,8625901.326878017,1536344.3735080205,5614666.3548022965,11637136.298953736
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,allcause,alldisease,1754081997.5944576,8738.248008536362,1754064870.628361,1754099124.5605543,2021-01-01,43.73377831884,40108174.16246013,199.80546717986238,40107782.54374446,40108565.7811758
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,External,All causes,1268925228.85918,278769556.807588,722536897.5163076,1815313560.2020524,2021-01-01,43.73377831884,29014763.36227144,6374239.032704323,16521254.85817097,41508271.866371915
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,All diseases,2773482165.64754,488500443.911454,1816021295.5810902,3730943035.71399,2021-01-01,43.73377831884,63417392.05397573,11169866.009519093,41524454.67531831,85310329.43263316
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,Brucellosis,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,FMD,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,Other diseases,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,known,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,All conditions,2709498264.2277,475488515.759716,1777540773.338657,3641455755.1167436,2021-01-01,43.73377831884,61954360.413915575,10872340.191903362,40644573.63778499,83264147.19004616
Cattle,Afar,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,allcause,alldisease,6718304711.06688,974532159.7540455,4808221677.948951,8628387744.184809,2021-01-01,43.73377831884,153618209.29550725,22283283.018659938,109942974.57893376,197293444.0120807
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Health cost,External,All causes,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,All diseases,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,Brucellosis,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,FMD,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,Other diseases,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,known,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Health cost,Non-infectious,All conditions,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Health cost,allcause,alldisease,15936395.966072898,184994.35458219892,15573807.031091789,16298984.901054008,2017-01-01,23.8661044574125,667741.8174595839,7751.342700787605,652549.1857660401,682934.4491531275
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,External,All causes,414622761.379281,61442298.6806383,294195855.9652299,535049666.79333204,2017-01-01,23.8661044574125,17372871.308727745,2574458.634012855,12326932.38606255,22418810.231392942
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,All diseases,709999076.653625,71546285.9640416,569768356.1641035,850229797.1431465,2017-01-01,23.8661044574125,29749265.44550125,2997820.029310241,23873538.18805318,35624992.702949315
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,Brucellosis,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,FMD,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,Other diseases,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,known,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Non-infectious,All conditions,398782520.555214,58150262.2003805,284808006.6424682,512757034.46795976,2017-01-01,23.8661044574125,16709158.432907023,2436520.8953202157,11933577.478079401,21484739.387734648
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,allcause,alldisease,1523404156.0270822,12559.692607332168,1523379539.0295718,1523428773.0245926,2017-01-01,23.8661044574125,63831286.699741766,526.2565002907834,63830255.237001196,63832318.162482336
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,External,All causes,1735166019.31889,699083942.394874,364961492.2249372,3105370546.4128428,2017-01-01,23.8661044574125,72704199.48153584,29291916.64447558,15292042.858363712,130116356.10470796
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,All diseases,2576306747.53916,989718747.3337,636458002.7651079,4516155492.313211,2017-01-01,23.8661044574125,107948356.30324213,41469639.46712746,26667862.947672315,189228849.65881193
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,Brucellosis,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,FMD,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,Other diseases,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,known,,,,,2017-01-01,23.8661044574125,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Non-infectious,All conditions,2209957781.56473,864791350.268145,514966735.039166,3904948828.0902944,2017-01-01,23.8661044574125,92598177.70043933,36235128.01644309,21577326.788210884,163619028.6126678
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,allcause,alldisease,6598754141.908587,2403728926.987927,1887445445.012251,11310062838.804924,2017-01-01,23.8661044574125,276490625.17444485,100717271.69707246,79084772.64818285,473896477.7007069
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Health cost,External,All causes,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,All diseases,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,Brucellosis,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,FMD,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,Other diseases,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,known,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Health cost,Non-infectious,All conditions,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Health cost,allcause,alldisease,16733215.764376543,194244.0723113089,16352497.382646378,17113934.14610671,2018-01-01,27.4293865941667,610047.0277353971,7081.604674040287,596167.0825742781,623926.9728965161
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,External,All causes,435353896.148654,64514410.2809824,308905651.9979285,561802140.2993795,2018-01-01,27.4293865941667,15871805.760367932,2352017.9738435135,11261850.531634646,20481760.98910122
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,All diseases,745499026.32702,75123605.8966905,598256758.7695067,892741293.8845334,2018-01-01,27.4293865941667,27178844.25769705,2738800.0689985077,21810796.122459974,32546892.39293412
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,Brucellosis,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,FMD,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,Other diseases,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,known,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Non-infectious,All conditions,418721643.92692,61057774.052816,299048406.78340065,538394881.0704393,2018-01-01,27.4293865941667,15265439.585731307,2225998.5232699635,10902482.48012218,19628396.691340435
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,allcause,alldisease,1599574363.8284364,12560.506052454384,1599549745.2365735,1599598982.4202993,2018-01-01,27.4293865941667,58316082.218499616,457.92150726132456,58315184.69234537,58316979.74465385
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,External,All causes,1821924320.28487,734038139.513832,383209566.83775926,3260639073.7319803,2018-01-01,27.4293865941667,66422350.13277079,26761011.843769666,13970766.918982247,118873933.34655933
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,All diseases,2705122084.91616,1039204684.69917,668280902.905787,4741963266.926533,2018-01-01,27.4293865941667,98621311.69537155,37886544.824162185,24363683.840013675,172878939.55072942
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,Brucellosis,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,FMD,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,Other diseases,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,known,,,,,2018-01-01,27.4293865941667,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Non-infectious,All conditions,2320455670.643,908030917.7805,540715071.79322,4100196269.49278,2018-01-01,27.4293865941667,84597432.12545928,33104310.03125704,19712984.464195482,149481879.78672308
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,allcause,alldisease,6928691849.00402,2523915373.334124,1981817717.2691364,11875565980.738903,2018-01-01,27.4293865941667,252601049.7980847,92015013.33868237,72251623.65426727,432950475.94190216
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Health cost,External,All causes,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,All diseases,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,Brucellosis,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,FMD,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,Other diseases,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,known,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Health cost,Non-infectious,All conditions,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Health cost,allcause,alldisease,17569876.552595373,203956.2759268744,17170122.2517787,17969630.853412047,2019-01-01,29.06975,604404.1160517505,7016.100101544541,590652.5598527231,618155.6722507778
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,External,All causes,457121587.656719,67740127.4620187,324350937.8311624,589892237.4822757,2019-01-01,29.06975,15724992.050386366,2330261.782850513,11157678.95599936,20292305.14477337
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,All diseases,782773973.484368,78879791.8266928,628169581.50405,937378365.4646859,2019-01-01,29.06975,26927440.844326764,2713466.4669181127,21609046.569167264,32245835.11948627
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,Brucellosis,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,FMD,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,Other diseases,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,known,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Non-infectious,All conditions,439657723.467392,64110661.4983872,314000826.9305531,565314620.004231,2019-01-01,29.06975,15124234.761819143,2205408.078789367,10801634.927391984,19446834.596246302
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,allcause,alldisease,1679553082.0198581,12561.402814649195,1679528461.6703415,1679577702.3693748,2019-01-01,29.06975,57776660.68747953,432.11251609144193,57775813.746948,57777507.62801107
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,External,All causes,1913020536.29913,770740046.488775,402370045.1811309,3423671027.417129,2019-01-01,29.06975,65807945.933457635,26513473.507297967,13841537.859153619,117774354.00776164
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,All diseases,2840378189.16201,1091164918.93297,701694948.0533888,4979061430.270632,2019-01-01,29.06975,97709068.33261415,37536095.73295161,24138320.696028993,171279815.96919933
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,Brucellosis,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,FMD,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,Other diseases,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,known,,,,,2019-01-01,29.06975,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Non-infectious,All conditions,2436478454.17518,953432463.668522,567750825.384877,4305206082.965483,2019-01-01,29.06975,83814909.11257166,32798096.429055016,19530640.111623835,148099178.1135195
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,allcause,alldisease,7275126441.454219,2650111141.9977837,2080908603.1385632,12469344279.769875,2019-01-01,29.06975,250264499.744725,91163877.98305055,71583298.89794591,428945700.59150404
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Health cost,External,All causes,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Health cost,Infectious,All diseases,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Health cost,Infectious,Brucellosis,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Health cost,Infectious,FMD,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Health cost,Infectious,Other diseases,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Health cost,Infectious,known,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Health cost,Non-infectious,All conditions,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Health cost,allcause,alldisease,18448370.38022514,214154.0897232181,18028628.364367634,18868112.396082647,2020-01-01,34.9271654040404,528195.4652435385,6131.447749792045,516177.82765394606,540213.1028331309
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,External,All causes,479977663.740435,71127130.5027835,340568487.9549793,619386839.5258907,2020-01-01,34.9271654040404,13742244.988621688,2036441.5399869657,9750819.570247235,17733670.406996142
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,All diseases,821912667.999894,82823787.0538243,659578045.3743984,984247290.6253897,2020-01-01,34.9271654040404,23532189.299988672,2371328.6233140235,18884385.198293183,28179993.401684158
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,Brucellosis,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,FMD,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,Other diseases,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,known,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Non-infectious,All conditions,461640606.985086,67316193.3167393,329700868.084277,593580345.885895,2020-01-01,34.9271654040404,13217236.544815145,1927330.561699465,9439668.643884193,16994804.445746094
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,allcause,alldisease,1763530736.1208508,12562.391420775299,1763506113.833666,1763555358.4080355,2020-01-01,34.9271654040404,50491665.032652326,359.67394649558565,50490960.071717195,50492369.99358746
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,External,All causes,2008671563.11412,809277048.812501,422488547.4416182,3594854578.786622,2020-01-01,34.9271654040404,57510294.34761274,23170418.768620804,12096273.561115967,102924315.13410953
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,All diseases,2982397098.62015,1145723164.87852,736779695.458251,5228014501.782049,2020-01-01,34.9271654040404,85389039.2798708,32803210.670682766,21094746.365332577,149683332.194409
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,Brucellosis,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,FMD,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,Other diseases,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,known,,,,,2020-01-01,34.9271654040404,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Non-infectious,All conditions,2558302376.88396,1001104086.85099,596138366.6560192,4520466387.1119,2020-01-01,34.9271654040404,73246779.3274748,28662620.492391333,17068043.162387792,129425515.49256182
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,allcause,alldisease,7638882763.52693,2782616699.0947714,2184954033.301178,13092811493.752682,2020-01-01,34.9271654040404,218708923.98967075,79669124.78883488,62557439.40355437,374860408.5757871
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2021,Health cost,External,All causes,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2021,Health cost,Infectious,All diseases,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2021,Health cost,Infectious,Brucellosis,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2021,Health cost,Infectious,FMD,,,,,2021-01-01,43.73377831884,,,,
Cattle,Afar,Pastoral,Sub-adult,Sub-adult,Overall,2021,Health cost,Infectious,Other diseases,,,,,2021-01-01,43.73377831884,,,,
