species,region,production_system,group,age_group,sex,year,ahle_component,cause,mean,sd,lower95,upper95
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2018,Mortality,Non-infectious,527616859.709998,63266531.5833876,523695631.511346,531538087.90865
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,External,4107660988.96455,2066616387.84733,3979573131.87785,4235748846.05124
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,Infectious,13390025002.2387,6150660075.1708,13008810146.2402,13771239858.2372
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2018,Production loss,Non-infectious,11968306059.7254,5660929026.5833,11617444490.8349,12319167628.6159
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,External,366961126.201106,60823356.8071966,363191324.761387,370730927.640825
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,Infectious,867726085.512143,77614489.9146944,862915577.983745,872536593.040541
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,Non-infectious,553997709.167056,66429833.8597734,549880421.064746,558114997.269367
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,External,4313044038.41279,2169947207.23921,4178551788.47179,4447536288.3538
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,Infectious,14059526252.3507,6458193078.9277,13659250653.5524,14459801851.149
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,Non-infectious,12566721362.7118,5943975477.911,12198316715.3768,12935126010.0467
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,External,385309193.764568,63864553.9762271,381350900.435087,389267487.094049
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,Infectious,911112403.344736,81495198.8086194,906061371.406911,916163435.282562
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,Non-infectious,581697601.096968,69751301.2532807,577374450.095611,586020752.098324
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,External,4528696240.33346,2278444567.60072,4387479377.89543,4669913102.77148
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,Infectious,14762502564.9684,6781102732.87253,14342213186.2302,15182791943.7065
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,Non-infectious,13195057430.8474,6241174251.80515,12808232551.1458,13581882310.549
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,External,404574664.706203,67057811.0052407,400418454.892376,408730874.520029
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Infectious,956668037.068959,85569943.1537908,951364454.500829,961971619.637089
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Non-infectious,610782487.623374,73238842.019608,606243180.577825,615321794.668924
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,External,4755131052.35015,2392366795.98032,4606853346.79025,4903408757.91004
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Infectious,15500627693.2169,7120157869.51468,15059323845.5419,15941931540.8918
Cattle,Oromia,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Non-infectious,13854810302.3899,6553232964.39408,13448644178.7033,14260976426.0765
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,External,878710108.3665,164660937.178447,868504505.278718,888915711.454281
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,2051598474.28757,190141102.450388,2039813623.214,2063383325.36113
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,Non-infectious,1262106360.94795,168301393.617672,1251675124.17853,1272537597.71737
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,External,2392660672.12831,987569301.317808,2331451617.42698,2453869726.82964
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,7929199157.45836,2964787055.74853,7745443128.55898,8112955186.35774
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,Non-infectious,6770841304.42746,2518261769.91726,6614760690.92374,6926921917.93118
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,External,922645612.299107,172893989.267699,911929728.732763,933361495.865451
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,2154178390.3436,199648135.755165,2141804298.06861,2166552482.61859
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,Non-infectious,1325211676.92973,176716472.854395,1314258877.72958,1336164476.12989
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,External,2512293705.73472,1036947766.38349,2448024198.29834,2576563213.1711
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,8325659115.33127,3113026408.5352,8132715284.98696,8518602945.67557
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,Non-infectious,7109383369.64882,2644174858.41248,6945498725.46995,7273268013.82769
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,External,968777891.434663,181538693.939294,957526213.3672,980029569.502126
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,2261887302.235,209630520.818519,2248894506.69273,2274880097.77727
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,Non-infectious,1391472258.71939,185552306.012553,1379971818.96946,1402972698.46931
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,External,2637908391.02145,1088795154.70247,2570425408.21327,2705391373.82964
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,8741942071.09781,3268677728.96124,8539351049.23634,8944533092.95929
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,Non-infectious,7464852538.13125,2776383601.33249,7292773661.74348,7636931414.51902
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Mortality,External,1017216784.53387,190615633.82039,1005402522.24172,1029031046.82602
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,2374981659.7564,220112025.236495,2361339225.77719,2388624093.73561
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Mortality,Non-infectious,1461045869.60808,194829930.784631,1448970407.28363,1473121331.93254
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Production loss,External,2769803810.57252,1143234912.4374,2698946678.62394,2840660942.52111
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,9179039174.65269,3432111615.40861,8966318601.69818,9391759747.60719
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Production loss,Non-infectious,7838095165.0378,2915202781.39852,7657412344.83068,8018777985.24493
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,External,1068077622.29551,200146420.669359,1055672646.56907,1080482598.02195
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,2493730735.19237,231117604.985523,2479406180.84755,2508055289.53718
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,Non-infectious,1534098161.0516,204571436.747489,1521418925.02685,1546777397.07635
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,External,2908294001.10115,1200396658.05909,2833894012.55515,2982693989.64715
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,9637991133.38531,3603717196.17838,9414634531.78312,9861347734.9875
Cattle,Oromia,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,8229999923.28969,3060962920.46789,8040282962.07224,8419716884.50713
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2017,Mortality,External,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2017,Mortality,Infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2017,Mortality,Non-infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2017,Production loss,External,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2017,Production loss,Infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2017,Production loss,Non-infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2018,Mortality,External,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2018,Mortality,Infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2018,Mortality,Non-infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2018,Production loss,External,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2018,Production loss,Infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2018,Production loss,Non-infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2019,Mortality,External,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2019,Mortality,Infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2019,Mortality,Non-infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2019,Production loss,External,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2019,Production loss,Infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2019,Production loss,Non-infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2020,Mortality,External,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2020,Mortality,Infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2020,Mortality,Non-infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2020,Production loss,External,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2020,Production loss,Infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2020,Production loss,Non-infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2021,Mortality,External,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2021,Mortality,Infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2021,Production loss,External,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2021,Production loss,Infectious,,,,
Cattle,Oromia,Pastoral,Adult,Adult,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,External,126441051.107172,20655289.267206,125160846.53931,127721255.675035
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,Infectious,253073852.162801,23235951.9344566,251633699.404817,254514004.920786
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,Non-infectious,105360776.134478,19024826.1047512,104181626.86346,106539925.405497
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,External,479043762.555318,99510745.6992646,472876135.970785,485211389.13985
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,Infectious,1047451252.18803,171419165.312068,1036826777.47781,1058075726.89825
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,Non-infectious,1026077744.24897,166667880.82422,1015747751.79101,1036407736.70693
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,External,132763107.113911,21688053.2366977,131418892.348265,134107321.879558
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,Infectious,265727552.499856,24397754.7201082,264215391.782365,267239713.217347
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,Non-infectious,110628817.774355,19976066.7728789,109390711.079274,111866924.469437
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,External,502995950.683165,104486282.982999,496519942.769481,509471958.596848
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,Infectious,1099823814.79755,179990123.574053,1088668116.35204,1110979513.24306
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,Non-infectious,1077381631.46154,175001274.861853,1066535139.38091,1088228123.54217
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,External,139401265.920002,22772455.4054033,137989840.446637,140812691.393366
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,Infectious,279013937.851555,25617647.6456348,277426168.776546,280601706.926565
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,Non-infectious,116160261.495417,20974869.4750519,114860249.505029,117460273.485804
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,External,528145748.2174,109710597.130979,521345939.908105,534945556.526695
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,1154815005.53755,188989629.749309,1143101522.16998,1166528488.90512
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,Non-infectious,1131250713.03473,183751338.601537,1119861896.35028,1142639529.71919
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,External,146371332.66531,23911077.6832688,144889335.948796,147853329.381824
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,292964642.468408,26898535.2177792,291297484.617983,294631800.318833
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,Non-infectious,121968277.40164,22023612.3129686,120603264.851142,123333289.952138
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,External,554553035.628343,115196126.986413,547413236.903653,561692834.353034
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,1212555755.81453,198439111.233492,1200256598.27879,1224854913.35028
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Non-infectious,1187813248.68658,192938905.528369,1175854991.1681,1199771506.20506
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,External,153689902.746688,25106631.0757403,152133806.224823,155245999.268553
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,307612882.313424,28243467.1686106,305862366.248808,309363398.378041
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,128066694.102192,23124792.2934154,126633430.963539,129499957.240845
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,External,582280687.409831,120955933.334673,574783898.748971,589777476.07069
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,1273183543.60536,208361066.792041,1260269428.19303,1286097659.0177
Cattle,Oromia,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,1247203911.12101,202585850.801696,1234647740.7268,1259760081.51522
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,External,190122927.452402,27405915.3805064,188424322.431542,191821532.473262
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,326439941.327483,32207611.3747002,324443729.574239,328436153.080726
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Non-infectious,182982059.219451,26936000.4394875,181312579.293196,184651539.145706
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,External,676904904.563658,222514804.594829,663113547.513448,690696261.613867
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,1012121566.62467,310664989.33016,992866704.914893,1031376428.33445
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Non-infectious,857076466.287112,258906040.651428,841029598.504172,873123334.070052
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,External,199629074.63726,28776205.6649003,197845539.705292,201412609.569228
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,342761942.341504,33818000.1246662,340665919.493529,344857965.189478
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Non-infectious,192131163.898399,28282799.508707,190378210.034882,193884117.761915
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,External,710750149.791889,233640544.821273,696269224.889373,725231074.694404
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,1062727644.95597,326198238.791638,1042510040.16101,1082945249.75092
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Non-infectious,899930289.601558,271851342.679696,883081078.429738,916779500.773378
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,External,209610529.181353,30215010.4648168,207737817.842641,211483240.520065
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,359900043.406192,35508908.3151524,357699218.908563,362100867.903821
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Non-infectious,201737723.811279,29696938.5326063,199897122.313563,203578325.308995
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,External,746287657.281529,245322572.059196,731082686.134082,761492628.428976
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,1115864027.20383,342508150.72643,1094635542.16942,1137092512.23823
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Non-infectious,944926804.081722,285443909.809582,927235132.351565,962618475.811879
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,External,220091056.452643,31725755.5059771,218124709.886772,222057403.018515
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,377895049.524077,37284361.9180301,375584183.294133,380205915.754021
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Non-infectious,211824611.719787,31181784.5088627,209891980.206088,213757243.233485
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,External,783602040.145649,257588700.659165,767636820.441015,799567259.850283
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,1171657228.56408,359633558.258189,1149367319.27823,1193947137.84992
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Non-infectious,992173144.28589,299716105.296158,973596888.969467,1010749399.60231
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,External,231095610.08749,33312037.8003916,229030946.533027,233160273.641952
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,396789805.947814,39148588.2037708,394363395.898771,399216215.996858
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,Non-infectious,222415844.023702,32740872.7850399,220386580.993154,224445107.05425
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,External,822782142.152973,270468135.689274,806018661.463284,839545622.842662
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,1230240089.99234,377615236.166753,1206835685.24247,1253644494.7422
Cattle,Oromia,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,1041781801.50026,314701910.557249,1022276733.41825,1061286869.58228
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2017,Mortality,External,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2017,Mortality,Infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2017,Mortality,Non-infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2017,Production loss,External,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2017,Production loss,Infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2017,Production loss,Non-infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2018,Mortality,External,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2018,Mortality,Infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2018,Mortality,Non-infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2018,Production loss,External,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2018,Production loss,Infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2018,Production loss,Non-infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2019,Mortality,External,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2019,Mortality,Infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2019,Mortality,Non-infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2019,Production loss,External,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2019,Production loss,Infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2019,Production loss,Non-infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2020,Mortality,External,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2020,Mortality,Infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2020,Mortality,Non-infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2020,Production loss,External,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2020,Production loss,Infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2020,Production loss,Non-infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2021,Mortality,External,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2021,Mortality,Infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2021,Production loss,External,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2021,Production loss,Infectious,,,,
Cattle,Oromia,Periurban dairy,Adult,Adult,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2017,Mortality,External,30646186.7247424,6331693.35565663,30253751.5159513,31038621.9335336
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2017,Mortality,Infectious,121815748.138244,9639657.79393694,121218286.936864,122413209.339624
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2017,Mortality,Non-infectious,62343568.6923383,8746956.94576388,61801436.6460617,62885700.7386149
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,External,40361564.6550121,11376528.1289231,39656453.0930942,41066676.2169301
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,Infectious,156757872.705428,35796223.4829306,154539240.55643,158976504.854426
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,Non-infectious,125029643.207035,30387503.726178,123146240.821673,126913045.592398
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,External,32178499.1515681,6648281.79443047,31766441.9486132,32590556.354523
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,Infectious,127906544.696001,10121626.709874,127279211.300638,128533878.091363
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,Non-infectious,65460752.9898067,9184310.29569356,64891514.0001652,66029991.9794481
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,External,42379642.8878089,11945354.5270049,41639275.7483135,43120010.0273044
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,Infectious,164595766.340733,37586034.6184734,162266202.586677,166925330.094788
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,Non-infectious,131281125.367265,31906878.8824218,129303552.864498,133258697.870032
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,External,33787427.1997351,6980699.65607391,33354766.9028506,34220087.4966196
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,Infectious,134301881.081645,10627694.080863,133643181.882028,134960580.281262
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,Non-infectious,68733796.5021484,9643531.31588235,68136095.2218027,69331497.7824941
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,External,44498625.0322433,12542622.2453891,43721239.5362668,45276010.5282198
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,172825554.657801,39465336.3126316,170379512.718321,175271596.597281
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,Non-infectious,137845181.635512,33502222.7979094,135768730.509381,139921632.761642
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2020,Mortality,External,35476801.6503104,7329738.41168612,35022508.1047449,35931095.1958759
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,141016984.286572,11159064.8292159,140325350.99194,141708617.581203
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2020,Mortality,Non-infectious,72170492.1901072,10125713.3897117,71542905.5043589,72798078.8758555
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2020,Production loss,External,46723556.2838974,13169753.3500718,45907301.5135923,47539811.0542025
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,181466832.390721,41438603.0932485,178898488.356438,184035176.425005
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2020,Production loss,Non-infectious,144737440.717177,35177333.9105349,142557167.03643,146917714.397924
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,External,37250644.8234143,7696229.10592329,36773636.3666814,37727653.2801473
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,148067842.651744,11717004.1233812,147341628.556828,148794056.746661
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,75779022.6624638,10632004.5697382,75120056.3008875,76437989.0240401
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,External,49059734.0981321,13828241.0103499,48202666.5897596,49916801.6065046
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,190540174.010286,43510533.2145635,187843412.776355,193236935.244217
Cattle,Oromia,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,151974312.75293,36936200.5800903,149685025.389756,154263600.116105
Cattle,Oromia,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Mortality,External,39794761.5938685,8088309.11302675,39293452.2130688,40296070.9746683
Cattle,Oromia,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,119064414.445761,10512307.7370591,118412866.834412,119715962.05711
Cattle,Oromia,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Mortality,Non-infectious,70260773.6954846,9648135.82049473,69662787.0302303,70858760.3607388
